education,customer_id,age,marital,job,default,balance,housing,loan
secondary,142341,30.0,single,unemployed,no,2424,no,no
tertiary,142342,51.0,married,management,no,346,no,no
tertiary,142343,32.0,married,management,no,1331,no,no
SECONDARY,142344,54.0,married,unknown,no,2206,no,no
tertiary,142345,82.0,divorced,retired,no,0,no,no
tertiary,142346,47.0,married,management,no,4693,no,yes
secondary,142347,48.0,married,blue-collar,no,1230,yes,no
secondary,142349,77.0,divorced,retired,no,3417,no,no
secondary,142350,36.0,married,entrepreneur,no,2971,no,no
secondary,142354,38.0,married,admin.,no,1767,yes,no
tertiary,142355,27.0,single,student,no,5291,no,no
secondary,142357,43.0,single,services,no,3403,yes,no
secondary,142358,33.0,married,technician,no,133,no,no
secondary,142359,27.0,single,admin.,no,4745,no,no
secondary,142360,50.0,married,admin.,no,3608,yes,no
unknown,142364,45.0,married,blue-collar,no,1529,yes,no
primary,142365,76.0,married,retired,no,3324,no,no
tertiary,142366,63.0,married,management,no,5112,no,no
primary,142367,81.0,married,retired,no,5220,no,no
primary,142368,77.0,married,retired,no,2590,no,no
primary,142369,71.0,married,retired,no,2600,no,no
secondary,142371,39.0,married,admin.,no,260,yes,no
secondary,142373,75.0,divorced,retired,no,2199,no,no
primary,142375,18.0,single,student,no,608,no,no
secondary,142376,58.0,divorced,services,no,462,no,no
secondary,142378,44.0,divorced,technician,no,14,no,no
secondary,142379,67.0,married,retired,no,1146,no,no
secondary,142381,31.0,single,services,no,181,no,no
secondary,142382,61.0,married,retired,no,3114,no,no
secondary,142383,36.0,single,technician,no,376,no,no
primary,142384,56.0,married,retired,no,9367,no,no
tertiary,142386,62.0,divorced,retired,no,0,no,no
tertiary,142387,33.0,married,management,no,271,yes,no
SECONDARY,142388,24.0,single,student,no,382,no,no
secondary,142391,33.0,married,admin.,no,920,no,no
unknown,142392,34.0,single,blue-collar,no,129,yes,yes
secondary,142393,58.0,married,admin.,no,169,no,no
tertiary,142395,37.0,married,management,no,1276,no,no
unknown,142396,64.0,married,retired,no,679,no,no
secondary,142397,27.0,single,blue-collar,no,535,no,no
tertiary,142398,37.0,married,management,no,2987,yes,no
unknown,142403,22.0,single,student,no,410,no,no
tertiary,142405,63.0,married,management,no,3115,no,no
tertiary,142407,33.0,married,management,no,71,no,no
secondary,142410,23.0,single,student,no,1234,no,no
secondary,142411,54.0,married,technician,no,0,no,no
tertiary,142413,37.0,single,technician,no,197,no,no
tertiary,142415,43.0,married,management,no,3186,no,no
secondary,142416,62.0,married,technician,no,135,yes,no
secondary,142417,49.0,divorced,technician,no,972,no,no
primary,142419,56.0,married,management,no,870,no,no
tertiary,142420,35.0,married,technician,no,3160,yes,no
secondary,142423,24.0,married,blue-collar,no,272,no,no
primary,142424,33.0,married,blue-collar,no,195,no,no
unknown,142425,31.0,single,student,no,376,no,no
tertiary,142426,75.0,married,retired,no,6027,no,no
tertiary,142427,40.0,married,admin.,no,764,yes,no
secondary,142428,62.0,married,retired,no,298,no,no
tertiary,142430,52.0,married,management,no,583,no,no
primary,142432,57.0,divorced,housemaid,no,8278,no,no
tertiary,142433,55.0,divorced,technician,no,0,no,no
secondary,142434,71.0,married,retired,no,5715,no,no
tertiary,142435,59.0,married,self-employed,no,2013,no,no
tertiary,142436,78.0,married,retired,no,1204,no,no
secondary,142437,35.0,married,technician,no,4922,yes,no
secondary,142438,52.0,married,technician,no,234,no,no
primary,142439,29.0,single,unemployed,no,1374,no,no
tertiary,142440,42.0,married,management,no,2187,yes,no
secondary,142441,53.0,married,technician,no,163,yes,yes
primary,142446,70.0,married,retired,no,3230,no,no
secondary,142448,20.0,single,student,no,215,no,no
primary,142449,42.0,married,management,no,5310,yes,no
tertiary,142451,27.0,single,technician,no,11862,no,no
tertiary,142457,33.0,married,management,no,334,no,no
tertiary,142458,31.0,single,management,no,9421,no,no
secondary,142461,31.0,single,admin.,no,4198,no,no
unknown,142462,38.0,married,management,no,3576,no,no
secondary,142463,28.0,single,student,no,1925,no,no
secondary,142464,38.0,married,technician,no,6728,no,no
SECONDARY,142465,72.0,married,retired,no,1129,no,no
SECONDARY,142467,29.0,single,admin.,no,265,yes,no
tertiary,142468,34.0,married,admin.,no,69,no,yes
primary,142470,61.0,divorced,retired,no,3624,no,no
tertiary,142471,27.0,single,blue-collar,no,567,no,no
secondary,142472,46.0,married,housemaid,no,38,no,no
secondary,142476,53.0,married,technician,no,1982,yes,yes
secondary,142479,58.0,married,technician,no,3399,no,no
primary,142481,63.0,married,unemployed,no,0,no,no
tertiary,142487,22.0,single,student,no,691,no,no
secondary,142491,28.0,married,admin.,no,330,no,no
secondary,142492,31.0,married,technician,no,318,no,no
tertiary,142493,26.0,single,blue-collar,no,644,no,no
tertiary,142494,60.0,divorced,retired,no,4,yes,no
unknown,142495,44.0,single,unknown,no,18881,no,no
secondary,142496,29.0,single,technician,no,1165,no,no
tertiary,142498,36.0,divorced,admin.,no,4708,no,no
tertiary,142499,68.0,married,retired,no,2820,no,no
tertiary,142500,48.0,married,management,no,1147,no,no
primary,142501,53.0,married,unemployed,no,980,yes,no
secondary,142502,27.0,single,blue-collar,no,-46,yes,no
secondary,142504,39.0,married,technician,no,2983,no,no
secondary,142507,28.0,single,services,no,339,no,no
tertiary,142508,29.0,single,housemaid,no,19,no,no
unknown,142509,72.0,married,retired,no,1940,no,no
tertiary,142510,29.0,single,management,no,1445,no,no
tertiary,142511,26.0,single,student,no,294,no,no
tertiary,142512,49.0,married,management,no,5887,no,no
tertiary,142514,43.0,single,management,no,11891,no,no
unknown,142518,28.0,single,student,no,78,no,no
secondary,142519,44.0,single,admin.,no,733,yes,no
primary,142520,73.0,divorced,retired,no,5028,no,no
secondary,142521,58.0,single,admin.,no,2223,no,no
tertiary,142525,39.0,married,management,no,481,no,no
SECONDARY,142531,61.0,divorced,retired,no,1761,no,no
secondary,142532,45.0,married,technician,no,0,yes,no
secondary,142539,29.0,single,student,no,314,no,no
secondary,142540,51.0,married,admin.,no,241,no,no
secondary,142545,31.0,married,technician,no,684,yes,no
secondary,142546,30.0,single,student,no,1681,no,no
secondary,142548,50.0,married,admin.,no,10250,yes,no
tertiary,142550,42.0,married,management,no,254,no,no
secondary,142551,37.0,married,admin.,no,0,yes,no
tertiary,142556,27.0,single,management,no,1623,no,no
secondary,142557,34.0,married,technician,no,294,yes,no
secondary,142558,49.0,married,technician,no,307,no,no
secondary,142559,59.0,married,unemployed,no,957,no,no
primary,142560,80.0,married,retired,no,155,no,no
secondary,142561,86.0,single,retired,no,614,no,no
unknown,142562,69.0,married,retired,no,426,no,no
secondary,142563,79.0,married,retired,no,8304,no,no
secondary,142567,41.0,married,unemployed,no,1077,yes,yes
secondary,142568,36.0,married,services,no,4721,no,no
tertiary,142569,49.0,married,management,no,395,no,no
secondary,142570,69.0,married,retired,no,3588,yes,no
unknown,142571,66.0,married,retired,no,2540,no,no
tertiary,142573,32.0,divorced,management,no,883,yes,no
tertiary,142575,47.0,single,management,no,4402,no,no
tertiary,142578,58.0,married,management,no,256,no,no
primary,142579,64.0,married,retired,no,43,no,no
primary,142582,72.0,married,retired,no,3856,no,no
secondary,142583,30.0,married,services,no,517,no,no
primary,142584,79.0,married,retired,no,3025,no,no
secondary,142586,30.0,married,technician,no,2326,no,no
tertiary,142592,36.0,married,management,no,925,no,no
tertiary,142594,53.0,married,entrepreneur,no,1961,no,no
secondary,142596,53.0,married,ADMINISTRATION,no,1796,no,no
tertiary,142597,34.0,married,management,no,2037,no,no
secondary,142598,29.0,single,student,no,459,no,no
tertiary,142599,26.0,single,services,no,12,no,no
tertiary,142600,29.0,single,management,no,572,no,no
secondary,142603,81.0,divorced,retired,no,452,no,no
secondary,142604,57.0,married,retired,no,5313,no,no
secondary,142605,72.0,married,retired,no,1533,no,no
secondary,142612,28.0,single,blue-collar,no,1705,no,no
secondary,142613,34.0,married,services,no,1337,no,no
unknown,142614,57.0,divorced,management,no,2986,no,no
primary,142616,66.0,married,housemaid,no,1230,no,no
secondary,142617,32.0,married,ADMINISTRATION,no,35,no,no
secondary,142619,51.0,married,blue-collar,no,955,no,yes
secondary,142620,27.0,single,student,no,538,no,no
tertiary,142622,50.0,married,management,no,5108,yes,no
tertiary,142624,30.0,single,management,no,102,yes,no
secondary,142627,75.0,divorced,retired,no,1341,no,no
secondary,142630,50.0,married,services,no,320,no,no
secondary,142633,32.0,single,admin.,no,131,yes,no
primary,142634,59.0,married,retired,no,2074,no,no
secondary,142635,68.0,married,retired,no,1443,no,no
tertiary,142636,31.0,married,technician,no,3338,yes,no
secondary,142637,40.0,single,admin.,no,782,yes,no
tertiary,142639,64.0,married,self-employed,no,661,no,no
tertiary,142641,54.0,divorced,management,no,12018,yes,no
secondary,142642,30.0,divorced,unemployed,no,7105,no,no
secondary,142643,60.0,married,admin.,no,3735,no,no
tertiary,142644,33.0,married,management,no,812,no,no
tertiary,142645,35.0,single,management,no,538,no,no
primary,142646,72.0,married,retired,no,4657,no,no
primary,142648,30.0,married,blue-collar,no,5,no,no
secondary,142651,52.0,divorced,unemployed,no,230,no,no
tertiary,142655,43.0,married,services,no,4216,no,no
tertiary,142658,33.0,married,management,no,1808,no,no
secondary,142659,84.0,married,retired,no,81204,no,no
secondary,142660,26.0,single,blue-collar,no,3145,no,no
tertiary,142665,43.0,married,management,no,3518,no,no
tertiary,142666,39.0,single,technician,no,25,yes,no
secondary,142667,27.0,single,services,no,1347,no,no
tertiary,142668,25.0,married,technician,no,2551,no,no
tertiary,142671,35.0,single,technician,no,7546,yes,no
secondary,142672,38.0,married,admin.,no,11303,no,no
unknown,142673,44.0,married,management,no,2724,no,no
primary,142674,78.0,divorced,retired,no,4917,no,no
unknown,142676,20.0,single,student,no,755,no,no
tertiary,142677,32.0,single,management,no,718,yes,no
secondary,142679,23.0,single,services,no,870,no,no
SECONDARY,142680,35.0,married,unemployed,no,978,no,no
tertiary,142681,30.0,single,self-employed,no,916,no,no
secondary,142682,27.0,married,admin.,no,1595,no,no
secondary,142686,61.0,married,management,no,544,no,no
tertiary,142688,46.0,divorced,management,no,461,no,no
secondary,142692,38.0,married,blue-collar,no,863,no,no
secondary,142693,29.0,single,services,no,814,no,no
tertiary,142694,51.0,divorced,technician,no,363,yes,no
secondary,142695,33.0,divorced,admin.,no,212,yes,no
secondary,142696,45.0,married,unemployed,no,891,yes,no
secondary,142699,27.0,single,management,no,843,no,no
primary,142701,70.0,married,retired,no,2795,no,no
secondary,142703,25.0,single,technician,no,139,no,yes
secondary,142704,57.0,married,retired,no,1044,no,no
SECONDARY,142705,55.0,married,admin.,no,1633,no,no
tertiary,142706,33.0,married,management,no,6513,yes,no
primary,142708,73.0,married,retired,no,1388,no,no
primary,142713,67.0,married,retired,no,1430,no,no
tertiary,142714,35.0,married,management,no,323,no,no
secondary,142721,34.0,single,unemployed,no,15,no,no
tertiary,142722,47.0,divorced,services,no,1639,no,no
tertiary,142724,66.0,married,self-employed,no,147,no,no
secondary,142725,31.0,single,technician,no,2544,no,no
secondary,142727,25.0,single,technician,no,4859,no,no
secondary,142728,28.0,single,services,no,168,no,no
secondary,142729,25.0,single,blue-collar,no,2007,no,no
secondary,142730,47.0,single,ADMINISTRATION,no,3696,no,no
tertiary,142731,30.0,married,technician,no,2166,no,no
tertiary,142732,28.0,single,self-employed,no,4579,no,no
tertiary,142734,49.0,married,management,no,1093,yes,yes
secondary,142735,21.0,single,student,no,2488,no,no
primary,142736,87.0,married,retired,no,2190,no,no
primary,142737,34.0,married,blue-collar,no,6718,no,no
secondary,142738,22.0,single,student,no,254,no,no
tertiary,142740,28.0,single,self-employed,no,1579,no,no
tertiary,142744,31.0,married,unemployed,no,330,no,no
secondary,142745,60.0,married,retired,no,938,no,no
unknown,142746,41.0,single,technician,no,5372,yes,no
SECONDARY,142747,21.0,single,student,no,71,no,no
SECONDARY,142748,24.0,single,student,no,3176,no,no
tertiary,142750,54.0,divorced,management,no,496,no,no
primary,142751,80.0,married,retired,no,1468,no,no
tertiary,142756,35.0,single,technician,no,0,no,no
primary,142757,70.0,divorced,retired,no,482,no,no
secondary,142758,62.0,married,blue-collar,no,180,no,no
primary,142759,59.0,married,technician,no,4198,no,no
secondary,142762,48.0,married,unemployed,no,817,no,no
SECONDARY,142765,45.0,married,admin.,no,5021,no,no
secondary,142766,32.0,married,admin.,no,51,yes,yes
unknown,142769,36.0,married,admin.,no,991,no,no
SECONDARY,142770,33.0,single,services,no,133,no,no
primary,142772,64.0,married,housemaid,no,768,no,no
tertiary,142774,30.0,single,management,no,536,no,no
secondary,142775,59.0,single,services,no,739,no,no
secondary,142777,32.0,married,admin.,no,366,no,no
tertiary,142778,60.0,divorced,retired,no,979,yes,no
tertiary,142779,39.0,married,management,no,2939,no,no
tertiary,142781,37.0,married,management,no,0,no,no
secondary,142784,37.0,single,admin.,no,4803,no,no
tertiary,142785,55.0,married,management,no,7803,no,no
tertiary,142789,30.0,single,management,no,720,no,no
tertiary,142790,35.0,single,blue-collar,no,1830,no,no
primary,142791,85.0,married,retired,no,1255,no,no
primary,142794,79.0,married,retired,no,8556,no,no
secondary,142797,64.0,married,retired,no,588,no,no
SECONDARY,142798,42.0,married,technician,no,994,yes,no
secondary,142800,47.0,married,blue-collar,no,820,no,no
primary,142802,21.0,single,student,no,423,no,no
secondary,142804,66.0,married,retired,no,203,no,no
tertiary,142805,28.0,single,management,no,3053,no,no
secondary,142811,61.0,married,retired,no,86,no,no
tertiary,142814,37.0,single,management,no,2163,no,no
tertiary,142817,50.0,married,management,no,5969,no,no
tertiary,142819,27.0,married,admin.,no,2855,no,no
secondary,142822,63.0,married,retired,no,2716,no,no
secondary,142823,63.0,married,retired,no,474,no,no
tertiary,142824,36.0,married,management,no,203,no,no
primary,142825,38.0,married,unemployed,no,7005,yes,no
secondary,142827,30.0,single,student,no,3096,no,no
unknown,142828,92.0,married,retired,no,775,no,no
secondary,142831,77.0,married,retired,no,4112,no,no
tertiary,142834,68.0,single,retired,no,2144,no,no
secondary,142837,30.0,single,admin.,no,255,no,no
primary,142838,81.0,married,retired,no,243,no,no
unknown,142840,42.0,single,unknown,no,942,no,no
secondary,142843,38.0,single,blue-collar,no,0,no,no
secondary,142844,48.0,DIVORCED,admin.,no,1180,no,no
secondary,142845,52.0,married,services,no,992,yes,no
secondary,142846,38.0,divorced,housemaid,no,70,no,no
unknown,142849,61.0,married,admin.,no,4629,yes,no
secondary,142850,30.0,married,blue-collar,no,319,no,no
unknown,142851,20.0,single,student,no,829,no,no
secondary,142855,54.0,married,admin.,no,0,no,no
secondary,142856,39.0,married,admin.,no,0,no,no
secondary,142857,44.0,married,technician,no,2776,yes,no
primary,142860,73.0,married,retired,no,279,no,no
secondary,142862,61.0,married,retired,no,89,no,no
tertiary,142864,36.0,single,student,no,129,no,no
tertiary,142867,48.0,married,management,no,157,no,no
secondary,142868,52.0,married,services,no,659,no,no
secondary,142873,30.0,married,blue-collar,no,2493,no,no
tertiary,142875,36.0,married,management,no,3949,no,no
